1stFlrSF,2ndFlrSF,3SsnPorch,Alley,BedroomAbvGr,BldgType,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtFinType1,BsmtFinType2,BsmtFullBath,BsmtHalfBath,BsmtQual,BsmtUnfSF,CentralAir,Condition1,Condition2,Electrical,EnclosedPorch,ExterCond,ExterQual,Exterior1st,Exterior2nd,Fence,FireplaceQu,Fireplaces,Foundation,FullBath,Functional,GarageArea,GarageCars,GarageCond,GarageFinish,GarageQual,GarageType,GarageYrBlt,GrLivArea,HalfBath,Heating,HeatingQC,HouseStyle,KitchenAbvGr,KitchenQual,LandContour,LandSlope,LotArea,LotConfig,LotFrontage,LotShape,LowQualFinSF,MSSubClass,MSZoning,MasVnrArea,MasVnrType,MiscFeature,MiscVal,MoSold,Neighborhood,OpenPorchSF,OverallCond,OverallQual,PavedDrive,PoolArea,PoolQC,RoofMatl,RoofStyle,SaleCondition,SaleType,ScreenPorch,Street,TotRmsAbvGrd,TotalBsmtSF,Utilities,WoodDeckSF,YearBuilt,YearRemodAdd,YrSold
689,703,0,None,3,1Fam,TA,No,378,0,GLQ,Unf,0,0,Gd,311,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,MnPrv,None,0,CBlock,1,Typ,299,1,TA,Fin,TA,Attchd,1977,1392,1,GasA,Ex,2Story,1,TA,Lvl,Gtl,10900,FR2,104.4030651,IR1,0,60,RL,153,BrkFace,Shed,450,3,CollgCr,36,7,6,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,6,689,AllPub,0,1977,1977,2010
1236,0,0,None,2,1Fam,TA,No,360,0,BLQ,Unf,0,1,TA,710,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,MnPrv,Fa,1,CBlock,1,Min1,447,1,TA,Unf,TA,Attchd,1957,1236,0,GasA,TA,1Story,1,Gd,Lvl,Gtl,10011,Inside,72,IR1,0,20,RL,64,BrkFace,None,0,5,NAmes,0,6,5,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,6,1070,AllPub,0,1957,1996,2006
1137,817,0,None,3,1Fam,TA,No,341,0,BLQ,Unf,0,1,TA,457,Y,Norm,Norm,SBrkr,150,Gd,Gd,VinylSd,VinylSd,None,TA,2,CBlock,1,Typ,431,2,TA,Unf,TA,Attchd,1939,1954,1,GasA,Ex,1.5Fin,1,Gd,Lvl,Gtl,15660,Corner,125.1399217,IR1,0,50,RL,312,BrkFace,None,0,5,Crawfor,119,9,7,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,8,798,AllPub,0,1939,2006,2008
1010,1257,0,None,4,1Fam,None,None,0,0,None,None,0,0,None,1010,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,TA,1,PConc,2,Typ,390,2,TA,RFn,TA,BuiltIn,2002,2267,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,8068,Inside,89.82204629,IR1,0,60,RL,0,None,None,0,12,Gilbert,46,5,6,Y,0,None,CompShg,Gable,Normal,ConLI,0,Pave,8,1010,AllPub,120,2002,2002,2009
811,741,0,None,3,1Fam,TA,No,550,0,ALQ,Unf,1,0,Gd,163,Y,RRAn,Norm,SBrkr,0,TA,TA,VinylSd,VinylSd,MnPrv,TA,1,CBlock,2,Typ,434,2,TA,RFn,TA,Attchd,1975,1552,1,GasA,TA,2Story,1,TA,Lvl,Gtl,11475,Inside,85,Reg,0,60,RL,0,None,None,0,2,NWAmes,208,6,6,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,6,713,AllPub,209,1975,1975,2006
1194,0,0,None,3,1Fam,None,None,0,0,None,None,1,0,None,1194,Y,Norm,Norm,SBrkr,120,TA,TA,MetalSd,MetalSd,None,None,0,CBlock,1,Typ,312,1,TA,RFn,TA,Attchd,1959,1194,0,GasA,TA,1Story,1,TA,Lvl,Gtl,8760,Inside,73,Reg,0,20,RL,220,BrkFace,None,0,4,NAmes,0,6,6,Y,0,None,CompShg,Hip,Normal,WD,0,Pave,6,1194,AllPub,0,1959,1959,2010
1014,730,238,None,3,1Fam,TA,No,402,0,BLQ,Unf,0,0,Gd,594,Y,RRNe,Norm,SBrkr,0,TA,Gd,HdBoard,HdBoard,None,None,0,PConc,2,Typ,457,2,TA,RFn,TA,Attchd,1993,1744,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,9453,CulDSac,59.91111111,IR1,0,60,RL,0,None,None,0,2,SawyerW,70,7,7,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,7,996,AllPub,370,1993,2003,2010
1566,0,0,None,3,1Fam,TA,Av,1078,0,GLQ,Unf,1,0,Gd,488,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,None,0,PConc,2,Typ,750,2,TA,RFn,TA,Attchd,2008,1566,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,9000,Inside,75,Reg,0,20,FV,36,Stone,None,0,4,Somerst,168,5,8,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,7,1566,AllPub,144,2008,2008,2010
889,551,0,None,3,1Fam,None,None,0,0,None,None,0,0,None,540,N,Norm,Norm,FuseA,77,TA,TA,Wd Sdng,Wd Sdng,None,None,0,BrkTil,1,Typ,352,1,TA,Unf,Fa,Attchd,1940,1440,0,GasA,Gd,1.5Fin,1,TA,Lvl,Gtl,5000,Corner,63,Reg,0,50,RM,0,None,None,0,4,OldTown,0,4,5,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,6,540,AllPub,0,1900,1950,2006
1382,0,0,None,3,1Fam,TA,Gd,672,690,Rec,ALQ,1,0,TA,0,Y,Artery,Norm,SBrkr,252,TA,TA,Wd Sdng,Wd Sdng,GdWo,TA,1,CBlock,1,Typ,884,2,TA,Unf,TA,Attchd,1991,1382,0,GasA,TA,SLvl,1,TA,Lvl,Gtl,19296,Corner,120,Reg,0,80,RL,399,BrkFace,None,0,5,NAmes,0,5,6,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,6,1362,AllPub,0,1962,1962,2009
1212,0,0,None,3,1Fam,Gd,Av,506,0,ALQ,Unf,1,0,Gd,0,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,Plywood,GdWo,TA,1,CBlock,1,Typ,492,2,TA,Unf,TA,Attchd,1978,1212,0,GasA,TA,SLvl,1,TA,Lvl,Gtl,8471,Corner,88,IR1,0,80,RL,46,BrkFace,None,0,7,Sawyer,12,7,6,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,6,506,AllPub,292,1977,1995,2006
778,0,0,None,2,1Fam,TA,No,403,125,ALQ,Rec,0,0,TA,212,Y,Norm,Norm,SBrkr,0,TA,TA,VinylSd,VinylSd,None,Gd,1,CBlock,1,Typ,924,1,Ex,Fin,Ex,Detchd,1966,778,0,GasA,Ex,1Story,1,TA,Lvl,Gtl,6900,Inside,71,Reg,0,30,RM,0,None,None,0,2,IDOTRR,25,6,5,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,4,740,AllPub,0,1940,1955,2008
864,0,0,None,2,1Fam,TA,No,120,0,LwQ,Unf,0,0,TA,744,Y,Norm,Norm,SBrkr,0,TA,TA,VinylSd,VinylSd,None,None,0,CBlock,1,Typ,400,2,TA,Unf,TA,Detchd,1951,864,0,GasA,Ex,1Story,1,TA,Lvl,Gtl,19138,Corner,140,Reg,0,20,RL,0,None,None,0,6,Gilbert,0,5,4,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,4,864,AllPub,0,1951,1951,2010
1156,866,0,None,4,1Fam,TA,No,392,0,BLQ,Unf,0,0,Gd,768,Y,Norm,Norm,SBrkr,0,TA,TA,Plywood,Plywood,None,TA,1,CBlock,2,Typ,505,2,TA,Fin,TA,Attchd,1977,2022,1,GasA,Ex,2Story,1,TA,Lvl,Gtl,10005,Inside,83,Reg,0,60,RL,299,BrkFace,None,0,3,ClearCr,117,5,7,Y,0,None,CompShg,Hip,Normal,WD,0,Pave,8,1160,AllPub,288,1977,1977,2008
1175,807,196,None,3,1Fam,TA,Av,421,0,GLQ,Unf,0,0,Gd,386,Y,Norm,Norm,SBrkr,0,TA,Gd,Plywood,Plywood,None,TA,1,CBlock,2,Typ,575,2,TA,Fin,TA,Attchd,1989,1982,1,GasA,Gd,2Story,1,Gd,Lvl,Gtl,11287,Inside,82,Reg,0,60,RL,340,BrkFace,None,0,1,SawyerW,84,6,7,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,7,807,AllPub,0,1989,1989,2007
1262,0,0,Pave,2,1Fam,TA,No,905,0,GLQ,Unf,0,0,Gd,357,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,None,0,PConc,2,Typ,572,2,TA,Fin,TA,Attchd,2006,1262,0,GasA,Gd,1Story,1,Gd,Lvl,Gtl,7200,Inside,60,Reg,0,20,FV,68,Stone,None,0,5,Somerst,120,5,6,Y,0,None,CompShg,Gable,Partial,New,0,Pave,5,1262,AllPub,0,2006,2006,2006
1003,0,0,None,3,1Fam,TA,Av,819,0,GLQ,Unf,1,0,TA,184,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,GdPrv,None,0,CBlock,1,Typ,588,2,TA,Unf,TA,Detchd,1984,1003,0,GasA,TA,SLvl,1,TA,Lvl,Gtl,7937,CulDSac,37,IR1,0,80,RL,0,None,None,0,3,Mitchel,0,6,6,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,6,1003,AllPub,120,1984,1984,2006
910,648,0,None,4,1Fam,TA,No,420,0,BLQ,Unf,0,0,TA,490,Y,Norm,Norm,FuseA,0,TA,TA,Wd Sdng,Wd Sdng,MnPrv,None,0,CBlock,1,Typ,282,1,TA,Unf,TA,Attchd,1950,1558,1,GasA,TA,1.5Fin,1,TA,Lvl,Gtl,13710,Inside,75,Reg,0,50,RM,0,None,None,0,6,IDOTRR,0,5,5,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,6,910,AllPub,289,1950,1950,2007
1675,1818,0,None,3,1Fam,None,None,0,0,None,None,0,0,None,1470,Y,Norm,Norm,SBrkr,0,TA,TA,CemntBd,CmentBd,None,Ex,1,BrkTil,3,Typ,870,3,TA,Unf,TA,Attchd,2003,3493,0,GasA,Ex,2.5Fin,1,Gd,Lvl,Gtl,18386,Inside,87,Reg,0,75,RM,0,None,None,0,5,OldTown,0,9,7,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,10,1470,AllPub,302,1880,2002,2008
861,0,0,None,1,1Fam,TA,No,262,0,BLQ,Unf,0,0,TA,599,Y,Norm,Norm,SBrkr,0,TA,TA,VinylSd,VinylSd,None,None,0,CBlock,1,Typ,539,2,TA,Unf,TA,Detchd,1961,861,0,GasA,Ex,1Story,1,TA,Lvl,Gtl,12342,Inside,111.0945543,IR1,0,30,RL,0,None,None,0,3,Edwards,0,5,4,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,4,861,AllPub,158,1940,1950,2009
1944,0,0,None,3,1Fam,TA,Gd,1274,0,GLQ,Unf,1,0,Ex,622,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,Ex,3,PConc,2,Typ,708,3,TA,Fin,TA,Attchd,2003,1944,0,GasA,Ex,1Story,1,Ex,Lvl,Gtl,12378,Inside,90,IR1,0,20,RL,0,None,None,0,11,NridgHt,175,5,9,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,8,1896,AllPub,208,2003,2004,2006
2036,0,0,None,3,1Fam,TA,Gd,1236,820,ALQ,Rec,2,0,Gd,80,Y,Norm,Norm,SBrkr,0,TA,TA,BrkFace,BrkFace,None,Gd,2,CBlock,2,Typ,513,2,TA,RFn,TA,Attchd,1965,2036,0,GasW,TA,1Story,1,TA,Low,Sev,215245,Inside,150,IR3,0,20,RL,0,None,None,0,6,Timber,0,5,7,Y,0,None,CompShg,Hip,Normal,WD,0,Pave,8,2136,AllPub,0,1965,1965,2009
1088,871,0,None,3,1Fam,None,None,0,0,None,None,0,0,None,1088,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,Gd,1,PConc,2,Typ,1025,3,TA,RFn,TA,Attchd,2006,1959,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,9000,Inside,75,Reg,0,60,FV,0,None,None,0,12,Somerst,46,5,8,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,8,1088,AllPub,208,2006,2006,2007
1383,0,0,None,3,1Fam,TA,No,565,0,Rec,Unf,0,0,TA,818,Y,Norm,Norm,SBrkr,0,TA,TA,Wd Sdng,Wd Sdng,None,None,0,CBlock,1,Typ,292,1,TA,RFn,TA,Attchd,1960,1383,1,GasA,TA,1Story,1,TA,Lvl,Gtl,11600,Inside,80,Reg,0,20,RL,175,BrkFace,None,0,4,NAmes,45,5,6,Y,0,None,CompShg,Hip,Normal,WD,0,Pave,7,1383,AllPub,0,1960,1960,2006
1445,689,0,Pave,5,1Fam,None,None,0,0,None,None,0,0,None,844,N,PosN,Norm,FuseA,268,TA,TA,Wd Sdng,Wd Shng,None,None,0,BrkTil,2,Typ,441,2,TA,Unf,TA,Detchd,1930,2134,0,GasA,Gd,2.5Unf,1,Gd,Bnk,Gtl,11888,Inside,109.0321054,IR1,0,75,RL,0,None,None,0,7,BrkSide,60,6,6,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,10,844,AllPub,0,1916,1994,2009
1358,0,0,None,2,TwnhsE,TA,Av,720,0,GLQ,Unf,1,0,Gd,638,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,Gd,1,PConc,2,Typ,484,2,TA,RFn,TA,Attchd,2004,1358,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,8198,FR3,59,Reg,0,120,RM,146,Stone,None,0,7,NridgHt,30,5,7,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,6,1358,AllPub,192,2004,2004,2008
1619,167,0,None,3,2fmCon,TA,Gd,1249,147,ALQ,BLQ,2,0,TA,103,Y,Norm,Norm,SBrkr,0,TA,TA,Plywood,Plywood,None,Gd,2,CBlock,2,Typ,529,2,TA,Fin,TA,Attchd,1965,1786,0,GasA,Ex,1.5Fin,1,TA,HLS,Sev,164660,Corner,405.7831933,IR1,0,190,RL,0,None,Shed,700,8,Timber,0,6,5,Y,0,None,CompShg,Gable,Normal,WD,0,Grvl,7,1499,AllPub,670,1965,1965,2008
1621,0,0,None,3,1Fam,TA,Mn,213,0,ALQ,Unf,1,0,Gd,995,Y,Norm,Norm,SBrkr,0,TA,Gd,Wd Sdng,Wd Sdng,None,None,0,CBlock,2,Typ,440,2,TA,RFn,TA,Attchd,1984,1621,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,14145,Corner,91,Reg,0,20,RL,0,None,Shed,400,5,NWAmes,45,7,7,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,8,1208,AllPub,108,1984,1998,2006
1684,0,0,None,2,TwnhsE,TA,No,28,0,GLQ,Unf,0,0,Ex,1656,Y,Norm,Norm,SBrkr,0,TA,Ex,MetalSd,MetalSd,None,Ex,1,PConc,2,Typ,564,2,TA,RFn,TA,Attchd,2005,1684,0,GasA,Ex,1Story,1,Ex,Lvl,Gtl,8849,Inside,63,IR1,0,120,RL,616,BrkFace,None,0,7,NridgHt,72,5,9,Y,0,None,CompShg,Hip,Normal,WD,0,Pave,6,1684,AllPub,495,2005,2005,2008
536,576,0,None,3,TwnhsE,TA,No,129,232,Rec,BLQ,0,0,Gd,175,Y,Norm,Norm,SBrkr,0,TA,TA,CemntBd,CmentBd,None,None,0,CBlock,1,Typ,336,1,TA,Unf,TA,Attchd,1976,1112,1,GasA,TA,2Story,1,TA,Lvl,Gtl,2592,Inside,36,Reg,0,160,RM,0,None,None,0,4,MeadowV,0,3,5,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,4,536,AllPub,182,1976,1976,2010
1192,403,0,None,2,1Fam,TA,No,388,0,LwQ,Unf,0,0,TA,552,Y,Norm,Norm,SBrkr,108,TA,TA,Wd Sdng,MetalSd,None,Gd,2,CBlock,1,Typ,240,1,TA,Unf,TA,Attchd,1940,1595,0,GasA,Ex,1.5Fin,1,TA,Bnk,Gtl,8400,Inside,60,Reg,0,50,RL,0,None,None,0,6,SWISU,0,5,6,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,6,940,AllPub,0,1940,2000,2006
988,517,0,Pave,3,1Fam,TA,No,399,0,Rec,Unf,1,0,TA,484,Y,Norm,Norm,SBrkr,0,TA,TA,MetalSd,MetalSd,None,None,0,CBlock,1,Typ,240,1,TA,Unf,TA,Detchd,1940,1505,0,GasA,Gd,1.5Fin,1,TA,Lvl,Gtl,9144,Inside,95.6242647,Reg,0,50,RL,0,None,None,0,7,BrkSide,0,5,5,N,0,None,CompShg,Gable,Normal,WD,0,Pave,8,883,AllPub,0,1940,1982,2008
495,1427,0,None,4,1Fam,None,None,0,0,None,None,0,0,None,0,Y,Norm,Norm,SBrkr,177,TA,Gd,HdBoard,HdBoard,None,Ex,1,Slab,3,Typ,672,2,TA,RFn,TA,BuiltIn,2003,1922,0,GasA,Ex,SFoyer,1,Gd,Lvl,Gtl,7301,Corner,64,Reg,0,85,RL,500,BrkFace,None,0,7,Edwards,0,5,7,Y,0,None,CompShg,Gable,Normal,ConLD,0,Pave,7,0,AllPub,0,2003,2003,2009
1268,0,0,None,2,1Fam,TA,No,540,0,LwQ,Unf,0,0,TA,728,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,None,Gd,1,PConc,1,Typ,244,1,TA,Fin,TA,Attchd,1954,1268,0,GasA,Gd,1Story,1,TA,Lvl,Gtl,7800,Inside,78,Reg,0,20,RL,200,BrkFace,None,0,3,NAmes,98,6,5,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,7,1268,AllPub,0,1954,1954,2010
953,711,0,None,3,1Fam,None,None,0,0,None,None,0,0,None,953,Y,Norm,Norm,SBrkr,0,TA,TA,VinylSd,VinylSd,None,TA,1,PConc,2,Typ,460,2,TA,RFn,TA,Attchd,2000,1664,1,GasA,Ex,2Story,1,TA,Lvl,Gtl,8121,Inside,90.11659115,IR1,0,60,RL,0,None,None,0,1,Gilbert,40,5,6,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,7,953,AllPub,100,2000,2000,2006
1026,665,0,Pave,3,1Fam,TA,No,218,0,LwQ,Unf,0,0,TA,808,Y,Norm,Norm,SBrkr,242,TA,TA,BrkFace,Wd Sdng,None,Gd,1,BrkTil,2,Typ,308,1,TA,Unf,TA,Detchd,1924,1691,0,GasA,TA,1.5Fin,1,Gd,Lvl,Gtl,5000,Inside,50,Reg,0,50,RL,0,None,None,0,5,SWISU,0,6,5,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,6,1026,AllPub,0,1924,1950,2010
1079,874,0,None,3,1Fam,TA,Av,985,0,GLQ,Unf,1,0,Gd,595,Y,Feedr,Norm,SBrkr,0,TA,Gd,HdBoard,HdBoard,None,Fa,2,PConc,2,Typ,501,2,TA,Fin,TA,Attchd,1992,1953,1,GasA,Ex,2Story,1,Gd,Low,Mod,53107,Corner,230.4495606,IR2,0,60,RL,0,None,None,0,6,ClearCr,231,5,6,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,9,1580,AllPub,216,1992,1992,2007
961,406,0,Grvl,4,1Fam,Gd,No,241,391,Rec,BLQ,1,0,TA,229,Y,Norm,Norm,SBrkr,112,TA,TA,MetalSd,MetalSd,MnPrv,None,0,BrkTil,1,Typ,384,1,TA,Unf,TA,Detchd,1978,1367,0,GasA,Ex,1.5Fin,1,TA,Lvl,Gtl,8405,Inside,50,Reg,0,50,RL,0,None,None,0,4,Edwards,130,8,5,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,7,861,AllPub,0,1900,1950,2008
882,0,0,None,3,1Fam,None,None,0,0,None,None,0,0,None,0,Y,Norm,Norm,SBrkr,0,TA,TA,MetalSd,MetalSd,MnPrv,None,0,Slab,1,Typ,294,1,TA,RFn,TA,Attchd,1959,882,0,GasA,TA,1Story,1,TA,Lvl,Gtl,8339,Inside,91.31812525,IR1,0,20,RL,0,None,Shed,1200,7,NAmes,0,7,5,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,5,0,AllPub,0,1959,1959,2007
1071,1101,0,None,3,1Fam,None,None,0,0,None,None,0,0,None,1063,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,Gd,1,PConc,2,Typ,947,3,TA,RFn,TA,Attchd,2006,2172,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,14154,Corner,109,Reg,0,60,RL,350,BrkFace,None,0,8,NridgHt,62,5,7,Y,0,None,CompShg,Gable,Partial,New,0,Pave,9,1063,AllPub,192,2006,2006,2007
1050,1028,0,None,3,1Fam,TA,No,789,0,GLQ,Unf,1,0,Ex,245,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,Gd,1,PConc,2,Typ,836,3,TA,Fin,TA,Attchd,2008,2078,1,GasA,Ex,2Story,1,Ex,Lvl,Gtl,10800,Inside,85,Reg,0,60,FV,100,Stone,None,0,4,Somerst,102,5,8,Y,0,None,CompShg,Gable,Partial,New,0,Pave,8,1034,AllPub,0,2007,2008,2008
1080,1017,0,None,3,1Fam,TA,No,50,531,BLQ,GLQ,0,1,Gd,499,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,TA,1,PConc,2,Typ,678,3,TA,Unf,TA,Attchd,1993,2097,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,11228,CulDSac,59,IR2,0,60,RL,0,None,None,0,12,SawyerW,187,5,7,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,9,1080,AllPub,196,1993,1993,2008
1340,0,0,None,3,1Fam,TA,Av,24,0,GLQ,Unf,0,0,Gd,1316,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,None,0,PConc,2,Typ,396,2,TA,Fin,TA,Attchd,2007,1340,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,8899,Inside,73,IR1,0,20,RL,0,None,None,0,8,Gilbert,30,5,7,Y,0,None,CompShg,Gable,Partial,New,0,Pave,6,1340,AllPub,100,2007,2007,2007
672,728,0,None,3,1Fam,TA,No,209,0,ALQ,Unf,0,0,TA,463,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,None,TA,1,CBlock,1,Typ,440,2,TA,Fin,TA,Attchd,1978,1400,1,GasA,TA,2Story,1,TA,Lvl,Gtl,7844,Inside,74,Reg,0,60,RL,203,BrkFace,None,0,3,Sawyer,0,7,6,Y,0,None,CompShg,Hip,Normal,WD,0,Pave,6,672,AllPub,0,1978,1978,2006
684,512,0,Grvl,3,1Fam,None,None,0,0,None,None,0,0,None,684,Y,Norm,Norm,SBrkr,0,TA,TA,Wd Sdng,Wd Sdng,GdPrv,None,0,BrkTil,1,Typ,528,2,TA,Unf,TA,Detchd,2005,1196,0,GasA,Gd,1.5Fin,1,Gd,Lvl,Gtl,12354,Corner,67,Reg,0,50,RL,0,None,Shed,800,8,Edwards,46,8,6,Y,0,None,CompShg,Gable,Normal,ConLI,0,Pave,7,684,AllPub,0,1920,2000,2009
1128,445,0,None,3,1Fam,None,None,0,0,None,None,0,0,None,1078,Y,Norm,Norm,SBrkr,0,TA,TA,MetalSd,MetalSd,None,Gd,1,PConc,2,Typ,360,2,TA,Unf,TA,Detchd,1930,1573,0,GasA,TA,1.5Fin,1,TA,Lvl,Gtl,6240,Inside,52,Reg,0,50,RM,0,None,None,0,6,BrkSide,0,7,5,P,0,None,CompShg,Gable,Normal,WD,0,Pave,8,1078,AllPub,0,1930,1992,2008
